-1.052019822733981442e+02,1.728520738244261068e+01,3.496021730755077783e+01,-5.415027911610481226e+01,-9.870188163428264261e+01,1.559927853783177554e+01,-9.331343905526355798e+01,-7.004442703452369301e+01,4.932962823948680153e+01,-2.764977587233804712e+00,5.098051897638308816e+01,5.816778429692781316e+01,-1.528596207780977956e+01,8.457800094721390494e+00,-1.611057437752824484e+01,-9.570395434060236184e+00,-2.440869596862519142e+00,-1.976760278940529414e+00,-4.734211188124175074e+00,1.347520923860625717e-14
-5.995622787320085223e+01,7.107352760090660126e+01,1.032478451651868596e+02,4.597749718046092937e+01,4.396713836106732742e+01,1.249834450862498585e+02,-5.092829246411422872e+01,2.338493200840643027e+01,1.664743252594077561e+01,4.012750669623036259e+01,-5.115573692226249847e+01,-3.006606959922237365e+01,1.148525623416706232e+01,-1.636501973636550034e+01,-2.365555949209528563e+01,2.277920117737938810e+01,-3.204002030349700991e+00,-1.165754286731315226e+01,4.014799519969197483e+00,1.347520923860626505e-14
-1.467114608144166823e+02,1.169936462168222135e+02,-1.110100953417577756e+02,4.112436465891310178e+01,-5.021521545938052355e+01,-9.027601199855571679e+01,2.843268517200618462e+00,3.303612504003231010e+01,-2.838205456055670872e+00,1.815240252843942059e+01,-6.440758810752771524e+01,-2.878096020067200111e+00,-1.178252754678896430e+01,1.155874886960125458e+01,4.857255856408175532e-02,8.175978202139683404e+00,3.063223942884961470e+00,3.844468403905502818e+00,-9.917906380257884846e-01,1.347520923860627610e-14
7.811674056549132672e+01,1.671045092880463301e+01,-6.734774517490851053e+01,-4.334345293468411597e+01,-6.223757898719113513e+01,1.070731774064925617e+02,3.906024094026858506e+01,2.692293780601260167e+01,-3.125416229647240129e+01,-5.130033608950775914e+01,-2.474752307758932446e+01,6.533301375115006415e+00,-7.937114548340707643e+01,-6.443477950100961138e+00,-6.364264601674106459e+00,-6.111914697848120248e+00,-8.559802718746835737e+00,1.197717936071726541e+01,-1.687034236080813088e+01,1.347520923860625874e-14
5.336183737225059787e+01,-1.233307029934525190e+01,-5.862683849855682183e+01,-2.598857043231179276e+01,-4.840410717316897404e+01,4.321890698616999771e+01,1.736423267892132571e+01,6.323681049153721645e+00,-8.603900351474761621e+00,-3.635760938944242326e+01,-2.327386585902389626e+01,2.625309470965429881e+01,1.164251443312443257e+02,3.443063504406249820e+01,-2.401637700365310124e+01,4.712606228478873227e+00,-5.564601836218268538e+00,6.523259055661788430e+00,-1.368818361208398615e+00,1.347520923860626979e-14
3.996059144780294048e+01,-2.919866406880619536e+01,2.969605296867964128e+01,1.512005990024044877e+02,-7.781668072253148383e-01,-8.371304740872867356e+00,2.748756292071718832e+01,-5.726183364687854294e+01,-2.717041092481252562e+01,2.266949430143740329e+01,-5.810216087087188619e+00,-8.938199810142656299e-01,-1.614756004855750149e+01,4.144211770537844330e+01,-4.351983459675653165e+01,-6.067972057583300227e+01,2.599530745101260809e+00,1.882491317223517147e+00,1.250717260592693947e+00,1.347520923860626032e-14
-7.862761098966322493e+01,-1.692997938690335502e+01,-9.407022406648616553e+00,-7.161634277983837649e+01,1.851324464269375625e+01,-2.424432969209921751e+01,-1.920289287792140032e+00,-5.908821273479183844e+01,-7.636863698030343528e+01,-3.258524444782038643e+01,1.135021116128047325e+01,-7.056761691727437835e+01,2.036691964551517131e+01,-6.627094170110639482e+01,-3.335530131806041254e+01,-2.033732896836153259e+01,3.971507290645264199e+00,6.683897976536653296e+00,-4.131874014388128735e+00,1.347520923860625717e-14
-6.859669385711271161e+01,-7.517304445279593494e+01,4.298143585117156817e+01,-9.613628514477923659e+01,5.111278199095780650e+01,5.908154081554169990e-01,-7.587262917194214751e+00,-1.208747378107936754e+01,-2.274245961093431134e+01,-1.512375531320111044e+01,-3.407990639371978858e+01,-2.950317141936214682e+01,-1.379044700959007130e+01,8.473801237782785734e+01,4.589229637784765004e+01,-7.855162148730912008e+00,1.619035022602476559e+01,-1.777694274222097093e+01,-6.661005881116396132e+00,1.347520923860625874e-14
1.926809661727621759e+01,-6.773163078932614667e+01,-1.438467545834957839e+00,2.270688983705885278e+01,1.514810614499290331e+01,7.086056328797528392e-02,-6.945675783760370336e+01,9.581115262056954407e+00,-4.598337692679839250e+01,3.789187206684146503e+01,-1.271360880104545510e+00,1.635311087558502763e+01,-2.909551650692940417e+00,-3.622281333059246045e+00,3.241893151708437415e+01,1.596508933028886901e+01,6.710455455456378004e+00,7.727165262712691174e+01,1.543957018016815752e+01,1.347520923860625401e-14
2.594296406337776517e+01,9.021346507530718373e-02,7.861485820775332201e+00,8.140471384841397651e+01,-1.156167178905856652e+01,-7.884222655424420800e+00,1.448894776145364816e+01,-6.512132282894980051e+01,9.850742760211490179e+01,-7.769363731183861432e+01,-8.807973015538166806e+00,-4.866365848295674112e+01,7.611866528678336685e+00,-1.604562953408175119e+01,5.560770193774639836e+01,1.063995740746247698e+01,-1.312093191059729413e+01,1.342426087400980350e+01,-5.167812636640156221e+00,1.347520923860626663e-14
